 nm      %
------------
306.0	4.7
306.9	4.5
307.8	4.5
308.7	4.5
309.6	4.4
310.5	4.4
311.4	4.4
312.2	4.3
313.1	4.4
314.0	4.5
314.9	4.6
315.8	4.6
316.7	4.6
317.6	4.5
318.5	4.4
319.3	4.3
320.2	4.4
321.1	4.4
322.0	4.5
322.9	4.5
323.8	4.5
324.7	4.5
325.5	4.6
326.4	4.5
327.3	4.6
328.2	4.6
329.1	4.6
330.0	4.5
330.9	4.6
331.8	4.5
332.6	4.5
333.5	4.6
334.4	4.6
335.3	4.6
336.2	4.5
337.1	4.5
338.0	4.5
338.8	4.6
339.7	4.6
340.6	4.6
341.5	4.6
342.4	4.6
343.3	4.6
344.2	4.6
345.1	4.6
345.9	4.6
346.8	4.7
347.7	4.7
348.6	4.7
349.5	4.7
350.4	4.7
351.3	4.6
352.1	4.6
353.0	4.6
353.9	4.6
354.8	4.6
355.7	4.7
356.6	4.7
357.5	4.6
358.4	4.6
359.2	4.6
360.1	4.6
361.0	4.6
361.9	4.7
362.8	4.7
363.7	4.7
364.6	4.7
365.5	4.7
366.3	4.6
367.2	4.6
368.1	4.6
369.0	4.7
369.9	4.7
370.8	4.7
371.7	4.7
372.5	4.7
373.4	4.6
374.3	4.6
375.2	4.7
376.1	4.7
377.0	4.8
377.9	4.8
378.8	4.8
379.6	4.8
380.5	4.8
381.4	4.8
382.3	4.8
383.2	4.8
384.1	4.8
385.0	4.9
385.8	4.9
386.7	4.9
387.6	4.9
388.5	4.9
389.4	5.0
390.3	5.0
391.2	5.1
392.1	5.2
392.9	5.2
393.8	5.1
394.7	5.1
395.6	5.1
396.5	5.0
397.4	5.0
398.3	5.0
399.2	5.1
400.0	5.2
400.9	5.3
401.8	5.2
402.7	5.2
403.6	5.2
404.5	5.2
405.4	5.3
406.2	5.3
407.1	5.4
408.0	5.4
408.9	5.4
409.8	5.4
410.7	5.4
411.6	5.5
412.5	5.5
413.3	5.5
414.2	5.5
415.1	5.5
416.0	5.5
416.9	5.5
417.8	5.6
418.7	5.5
419.5	5.6
420.4	5.7
421.3	5.8
422.2	5.8
423.1	5.9
424.0	5.9
424.9	6.0
425.8	6.1
426.6	6.2
427.5	6.3
428.4	6.4
429.3	6.5
430.2	6.6
431.1	6.7
432.0	6.8
432.9	7.0
433.7	7.2
434.6	7.4
435.5	7.8
436.4	8.2
437.3	8.7
438.2	9.3
439.1	9.8
439.9	10.4
440.8	11.2
441.7	11.8
442.6	12.6
443.5	13.3
444.4	14.2
445.3	15.1
446.2	16.0
447.0	16.7
447.9	17.7
448.8	18.6
449.7	19.4
450.6	20.4
451.5	21.3
452.4	22.1
453.2	23.1
454.1	24.2
455.0	25.3
455.9	26.2
456.8	27.1
457.7	27.7
458.6	28.4
459.5	29.1
460.3	29.6
461.2	30.1
462.1	30.4
463.0	30.4
463.9	30.2
464.8	30.0
465.7	29.8
466.5	29.4
467.4	29.0
468.3	28.6
469.2	28.0
470.1	27.6
471.0	27.0
471.9	26.5
472.8	25.9
473.6	25.3
474.5	24.6
475.4	24.3
476.3	23.6
477.2	23.3
478.1	22.8
479.0	22.6
479.9	22.0
480.7	21.8
481.6	21.4
482.5	21.0
483.4	20.6
484.3	20.4
485.2	20.1
486.1	20.0
486.9	20.0
487.8	20.0
488.7	19.8
489.6	19.7
490.5	19.8
491.4	19.8
492.3	20.0
493.2	20.2
494.0	20.4
494.9	20.7
495.8	21.0
496.7	21.2
497.6	21.6
498.5	21.9
499.4	22.4
500.2	23.0
501.1	23.5
502.0	24.2
502.9	25.1
503.8	25.9
504.7	26.9
505.6	27.9
506.5	29.1
507.3	30.6
508.2	32.3
509.1	33.8
510.0	35.7
510.9	37.6
511.8	39.8
512.7	42.0
513.6	44.5
514.4	47.2
515.3	49.9
516.2	52.3
517.1	54.9
518.0	57.5
518.9	60.4
519.8	63.1
520.6	65.7
521.5	68.4
522.4	70.7
523.3	73.2
524.2	75.8
525.1	77.9
526.0	80.0
526.9	81.7
527.7	83.6
528.6	85.2
529.5	86.7
530.4	88.1
531.3	89.1
532.2	90.2
533.1	91.4
533.9	92.4
534.8	93.4
535.7	94.1
536.6	95.4
537.5	96.1
538.4	96.9
539.3	97.4
540.2	97.9
541.0	98.3
541.9	98.9
542.8	99.4
543.7	99.7
544.6	99.8
545.5	100.0
546.4	100.0
547.2	99.9
548.1	99.8
549.0	99.8
549.9	99.7
550.8	99.6
551.7	99.5
552.6	99.3
553.5	99.1
554.3	98.9
555.2	98.7
556.1	98.2
557.0	97.9
557.9	97.4
558.8	97.1
559.7	96.7
560.6	96.2
561.4	95.7
562.3	95.4
563.2	94.7
564.1	94.2
565.0	93.4
565.9	93.0
566.8	92.1
567.6	91.5
568.5	90.6
569.4	90.1
570.3	89.2
571.2	88.8
572.1	87.9
573.0	87.3
573.9	86.4
574.7	85.9
575.6	84.9
576.5	84.5
577.4	83.5
578.3	83.0
579.2	82.1
580.1	81.7
580.9	81.2
581.8	81.1
582.7	81.1
583.6	81.5
584.5	82.4
585.4	83.0
586.3	84.3
587.2	85.6
588.0	87.2
588.9	88.5
589.8	90.5
590.7	90.9
591.6	91.7
592.5	92.1
593.4	92.0
594.3	91.9
595.1	91.4
596.0	91.0
596.9	90.4
597.8	89.7
598.7	88.8
599.6	88.2
600.5	86.9
601.3	86.1
602.2	84.7
603.1	83.5
604.0	81.6
604.9	80.3
605.8	78.2
606.7	76.9
607.6	75.0
608.4	73.5
609.3	71.8
610.2	70.5
611.1	68.6
612.0	67.3
612.9	65.7
613.8	64.5
614.6	63.2
615.5	62.3
616.4	61.3
617.3	60.5
618.2	59.5
619.1	58.7
620.0	57.8
620.9	57.1
621.7	56.1
622.6	55.8
623.5	55.1
624.4	54.7
625.3	54.1
626.2	53.8
627.1	53.3
627.9	53.2
628.8	53.0
629.7	52.9
630.6	52.8
631.5	52.5
632.4	52.2
633.3	52.1
634.2	51.7
635.0	51.6
635.9	51.2
636.8	50.9
637.7	50.5
638.6	50.4
639.5	49.7
640.4	49.4
641.3	48.7
642.1	48.4
643.0	47.6
643.9	47.2
