 nm      %
------------
306.0	5.1
306.9	4.8
307.8	4.9
308.7	4.9
309.6	4.7
310.5	4.7
311.4	4.5
312.2	4.6
313.1	4.7
314.0	4.8
314.9	5.0
315.8	5.1
316.7	5.0
317.6	4.8
318.5	4.6
319.3	4.5
320.2	4.6
321.1	4.7
322.0	4.8
322.9	4.8
323.8	4.9
324.7	4.9
325.5	4.9
326.4	4.9
327.3	5.0
328.2	5.0
329.1	4.9
330.0	4.9
330.9	4.8
331.8	4.8
332.6	4.8
333.5	4.8
334.4	4.8
335.3	4.8
336.2	4.8
337.1	4.8
338.0	4.7
338.8	4.7
339.7	4.6
340.6	4.7
341.5	4.7
342.4	4.8
343.3	4.8
344.2	4.7
345.1	4.8
345.9	5.0
346.8	5.2
347.7	5.3
348.6	5.2
349.5	5.1
350.4	5.1
351.3	5.1
352.1	5.0
353.0	5.0
353.9	5.0
354.8	5.1
355.7	5.1
356.6	5.2
357.5	5.1
358.4	5.0
359.2	5.0
360.1	5.0
361.0	5.1
361.9	5.1
362.8	5.2
363.7	5.2
364.6	5.3
365.5	5.3
366.3	5.3
367.2	5.3
368.1	5.2
369.0	5.3
369.9	5.4
370.8	5.3
371.7	5.2
372.5	5.1
373.4	5.1
374.3	5.1
375.2	5.1
376.1	5.3
377.0	5.4
377.9	5.4
378.8	5.4
379.6	5.3
380.5	5.4
381.4	5.4
382.3	5.3
383.2	5.3
384.1	5.4
385.0	5.4
385.8	5.4
386.7	5.3
387.6	5.3
388.5	5.3
389.4	5.3
390.3	5.4
391.2	5.5
392.1	5.6
392.9	5.5
393.8	5.5
394.7	5.5
395.6	5.6
396.5	5.5
397.4	5.4
398.3	5.3
399.2	5.3
400.0	5.5
400.9	5.6
401.8	5.6
402.7	5.6
403.6	5.6
404.5	5.5
405.4	5.6
406.2	5.7
407.1	5.8
408.0	5.9
408.9	5.9
409.8	5.8
410.7	5.8
411.6	5.8
412.5	5.9
413.3	5.8
414.2	5.6
415.1	5.6
416.0	5.6
416.9	5.6
417.8	5.6
418.7	5.6
419.5	5.7
420.4	5.8
421.3	5.8
422.2	5.9
423.1	5.9
424.0	5.9
424.9	5.9
425.8	5.9
426.6	5.9
427.5	6.0
428.4	6.1
429.3	6.2
430.2	6.1
431.1	6.3
432.0	6.4
432.9	6.6
433.7	6.7
434.6	6.7
435.5	6.8
436.4	7.0
437.3	7.1
438.2	7.4
439.1	7.7
439.9	8.2
440.8	8.8
441.7	9.1
442.6	9.7
443.5	10.5
444.4	11.3
445.3	12.4
446.2	13.8
447.0	14.6
447.9	16.1
448.8	17.7
449.7	18.8
450.6	20.3
451.5	21.8
452.4	23.1
453.2	24.8
454.1	26.8
455.0	28.5
455.9	30.5
456.8	32.5
457.7	34.3
458.6	36.6
459.5	38.8
460.3	40.6
461.2	42.5
462.1	44.0
463.0	45.0
463.9	46.1
464.8	46.7
465.7	47.4
466.5	47.5
467.4	47.5
468.3	47.3
469.2	46.8
470.1	46.1
471.0	45.3
471.9	44.6
472.8	43.3
473.6	42.5
474.5	40.8
475.4	39.9
476.3	38.0
477.2	37.0
478.1	35.5
479.0	34.7
479.9	33.0
480.7	32.4
481.6	31.0
482.5	30.3
483.4	29.0
484.3	28.4
485.2	27.0
486.1	26.6
486.9	25.6
487.8	25.1
488.7	24.2
489.6	23.7
490.5	22.9
491.4	22.7
492.3	22.3
493.2	22.2
494.0	21.9
494.9	21.9
495.8	21.7
496.7	21.6
497.6	21.4
498.5	21.4
499.4	21.4
500.2	21.5
501.1	21.6
502.0	22.0
502.9	22.5
503.8	22.7
504.7	23.2
505.6	23.7
506.5	24.4
507.3	25.1
508.2	26.3
509.1	27.1
510.0	28.4
510.9	29.8
511.8	31.4
512.7	33.1
513.6	35.4
514.4	37.3
515.3	40.2
516.2	42.3
517.1	44.6
518.0	47.4
518.9	50.4
519.8	52.8
520.6	55.7
521.5	58.3
522.4	61.4
523.3	64.6
524.2	67.5
525.1	70.5
526.0	73.5
526.9	76.2
527.7	78.9
528.6	81.3
529.5	83.6
530.4	86.0
531.3	87.6
532.2	89.2
533.1	90.7
533.9	92.3
534.8	93.4
535.7	94.8
536.6	96.1
537.5	96.8
538.4	97.4
539.3	97.9
540.2	98.5
541.0	98.9
541.9	99.5
542.8	99.9
543.7	100.0
544.6	99.7
545.5	99.5
546.4	99.4
547.2	99.1
548.1	98.7
549.0	98.4
549.9	98.1
550.8	97.5
551.7	97.1
552.6	96.4
553.5	95.8
554.3	94.9
555.2	94.5
556.1	93.4
557.0	92.6
557.9	91.3
558.8	90.3
559.7	88.8
560.6	87.9
561.4	86.0
562.3	85.0
563.2	83.2
564.1	82.1
565.0	80.0
565.9	79.1
566.8	76.6
567.6	75.5
568.5	72.8
569.4	71.8
570.3	69.3
571.2	68.4
572.1	65.5
573.0	64.4
573.9	61.4
574.7	60.2
575.6	57.4
576.5	56.7
577.4	53.7
578.3	52.6
579.2	49.5
580.1	48.2
580.9	45.7
581.8	44.6
582.7	41.7
583.6	41.0
584.5	38.6
585.4	37.6
586.3	35.5
587.2	34.6
588.0	32.6
588.9	31.9
589.8	30.0
590.7	29.1
591.6	27.7
592.5	26.8
593.4	25.3
594.3	24.7
595.1	23.9
596.0	23.5
596.9	23.1
597.8	22.6
598.7	22.5
599.6	22.4
600.5	22.2
601.3	21.9
602.2	21.7
603.1	21.0
604.0	20.2
604.9	19.7
605.8	18.8
606.7	18.2
607.6	17.2
608.4	16.4
609.3	15.9
610.2	15.1
